"","STUDENTID","DISTRICTID","PHOENIX","Y1SCHOOLID","Y3SCHOOLID","FAST","S13A","S13B","LUNCH_STATUS","ATTENDANCE_RATE","S2B","C3YRSTCH","P6","P5","P3A","P3B","P3C","P4A","P4B","P4C","Q11","Q10","Q8A","Q8B","Q8C","Q9A","Q9B","Q9C","R6","R5","R3A","R3B","R3C","R4A","R4B","R4C","S12A","S11","S9A","S9B","S9C","S10A","S10B","S10C","PHQ2","ATTENDANCE_PCT","FR_LUNCH"
"99","E401007",4,"San Antonio School",401,401,"FAST Program",NA,NA,1,0.932,NA,4,5,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"1"
"100","E303033",3,"Phoenix School",303,NA,"Control School",NA,NA,1,0.933,NA,NA,6,3,1,1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,"1"
"101","E426057",4,"San Antonio School",426,426,"FAST Program",NA,NA,1,0.989,NA,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"102","E406090",4,"San Antonio School",406,NA,"FAST Program",NA,NA,1,0.969,NA,NA,0,1,2,3,3,1,3,3,0,3,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9,"1"
"103","S113011",1,"Phoenix School",113,111,"FAST Program",NA,NA,1,0.972,NA,5,0,3,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"104","E302072",3,"Phoenix School",302,302,"FAST Program",NA,NA,1,0.994,NA,3,4,3,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"105","S305012",3,"Phoenix School",305,328,"FAST Program",NA,NA,1,0.933,NA,5,6,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,"1"
"106","E048071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","E315047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","S411003",4,"San Antonio School",411,NA,"Control School",NA,NA,1,0.977,NA,NA,2,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"1"
"109","E301024",3,"Phoenix School",301,NA,"FAST Program",NA,NA,1,0.917,NA,NA,3,NA,1,1,2,1,3,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,"1"
"110","E419049",4,"San Antonio School",419,419,"Control School",NA,NA,1,0.893,NA,2,6,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,"1"
"111","S116021",1,"Phoenix School",116,116,"FAST Program",NA,NA,1,1,NA,5,0,3,3,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"112","E309001",3,"Phoenix School",309,309,"FAST Program",NA,NA,1,0.961,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,"1"
"113","S315003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","E220043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","E214046",2,"Phoenix School",214,214,"FAST Program",NA,NA,3,0.972,NA,5,3,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"0"
"116","E416036",4,"San Antonio School",416,416,"FAST Program",NA,NA,3,0.983,NA,5,6,3,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"0"
"117","S113009",1,"Phoenix School",113,113,"FAST Program",NA,NA,1,1,NA,3,3,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"118","E426022",4,"San Antonio School",426,426,"FAST Program",NA,NA,1,0.989,NA,5,2,2,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"119","E319024",3,"Phoenix School",319,328,"Control School",NA,NA,1,0.944,NA,5,5,3,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"120","S312003",3,"Phoenix School",312,NA,"Control School",NA,NA,1,0.95,NA,NA,6,3,1,3,3,1,3,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"1"
"121","E416026",4,"San Antonio School",416,415,"FAST Program",NA,NA,1,0.972,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"122","E048049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","E206019",2,"Phoenix School",206,206,"Control School",NA,NA,1,0.964,NA,5,0,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4,"1"
"124","S305010",3,"Phoenix School",305,305,"FAST Program",NA,NA,1,0.966,NA,2,6,2,4,4,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,"1"
"125","E415074",4,"San Antonio School",415,415,"FAST Program",NA,NA,1,0.949,NA,5,6,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,"1"
"126","E414075",4,"San Antonio School",414,NA,"FAST Program",NA,NA,1,0.861,NA,NA,0,3,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,"1"
"127","S108050",1,"Phoenix School",108,NA,"Control School",NA,NA,NA,NA,1,NA,2,2,3,3,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,NA,3,2,1,2,2,1,2,NA,NA,NA
"128","S111003",1,"Phoenix School",111,NA,"Control School",NA,NA,1,0.989,NA,NA,5,4,3,3,2,3,3,3,6,4,2,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"129","E414094",4,"San Antonio School",414,425,"FAST Program",NA,NA,1,0.791,NA,5,0,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1,"1"
"130","E302032",3,"Phoenix School",302,302,"FAST Program",NA,NA,3,0.96,NA,3,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"0"
"131","S117020",1,"Phoenix School",117,117,"Control School",NA,NA,1,1,NA,5,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"132","E425034",4,"San Antonio School",425,425,"FAST Program",NA,NA,1,0.932,NA,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"1"
"133","E405020",4,"San Antonio School",405,405,"Control School",NA,NA,1,0.966,2,5,3,3,1,1,2,3,1,2,3,3,2,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,NA,96.6,"1"
"134","E319021",3,"Phoenix School",319,304,"Control School",NA,NA,1,0.978,NA,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"1"
"135","E420005",4,"San Antonio School",420,NA,"Control School",NA,NA,3,0.904,NA,NA,2,1,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,"0"
"136","E425026",4,"San Antonio School",425,425,"FAST Program",NA,NA,1,0.932,NA,5,0,1,1,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"1"
"137","E113040",1,"Phoenix School",113,113,"FAST Program",NA,NA,1,0.989,NA,5,6,4,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"138","E422031",4,"San Antonio School",422,NA,"Control School",NA,NA,1,0.977,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"1"
"139","E210089",2,"Phoenix School",210,210,"FAST Program",NA,NA,1,0.957,NA,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7,"1"
"140","E312046",3,"Phoenix School",312,312,"Control School",NA,NA,1,0.939,NA,5,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,"1"
"141","S426002",4,"San Antonio School",426,426,"FAST Program",NA,NA,1,0.925,NA,5,NA,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,"1"
"142","S116003",1,"Phoenix School",116,111,"FAST Program",NA,NA,1,1,NA,5,NA,2,4,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"143","E423013",4,"San Antonio School",423,429,"Control School",NA,NA,3,0.932,NA,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"0"
"144","E312015",3,"Phoenix School",312,NA,"Control School",NA,NA,1,0.989,NA,NA,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"145","E404085",4,"San Antonio School",404,404,"Control School",NA,NA,1,1,NA,5,4,1,1,3,3,1,3,3,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"146","E420066",4,"San Antonio School",420,NA,"Control School",NA,NA,1,0.962,NA,NA,3,4,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.2,"1"
"147","E046017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","E424018",4,"San Antonio School",424,424,"Control School",NA,NA,1,0.944,NA,5,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"149","E418004",4,"San Antonio School",418,418,"FAST Program",NA,NA,1,0.949,NA,NA,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,"1"
"150","E421006",4,"San Antonio School",421,NA,"FAST Program",NA,NA,1,0.983,NA,NA,6,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"151","E423036",4,"San Antonio School",423,410,"Control School",NA,NA,1,1,NA,2,0,1,1,1,1,1,1,1,0,1,1,2,3,1,1,1,4,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"152","E403064",4,"San Antonio School",403,NA,"FAST Program",NA,NA,1,0.943,NA,NA,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,"1"
"153","E404006",4,"San Antonio School",404,404,"Control School",NA,NA,1,0.955,NA,5,4,2,1,1,3,1,1,3,6,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,"1"
"154","E409007",4,"San Antonio School",409,409,"Control School",NA,NA,1,0.994,NA,5,0,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"155","S305029",3,"Phoenix School",305,305,"FAST Program",NA,NA,1,0.989,NA,3,0,1,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"156","S116018",1,"Phoenix School",116,116,"FAST Program",NA,NA,1,0.978,NA,5,2,4,3,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"1"
"157","E410018",4,"San Antonio School",410,410,"Control School",NA,NA,1,1,NA,5,1,4,1,1,1,1,1,1,1,3,1,2,1,1,2,1,2,3,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"158","E426023",4,"San Antonio School",426,426,"FAST Program",NA,NA,1,0.983,NA,5,3,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"159","E417038",4,"San Antonio School",417,NA,"Control School",NA,NA,1,0.983,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"160","S406021",4,"San Antonio School",406,NA,"FAST Program",NA,NA,1,0.994,NA,NA,6,3,1,1,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"161","E048067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","E226046",2,"Phoenix School",226,226,"Control School",NA,NA,3,0.956,NA,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,"0"
"163","E218110",2,"Phoenix School",218,218,"Control School",NA,NA,3,0.939,NA,5,2,3,1,1,3,1,1,3,2,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,"0"
"164","E315003",3,"Phoenix School",315,NA,"Control School",NA,NA,1,0.939,NA,NA,0,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,"1"
"165","E046036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","E113012",1,"Phoenix School",113,NA,"FAST Program",NA,NA,1,1,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"167","E220066",2,"Phoenix School",220,220,"FAST Program",NA,NA,3,0.967,NA,5,6,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,"0"
"168","E421036",4,"San Antonio School",421,447,"FAST Program",NA,NA,1,0.921,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,"1"
"169","E302074",3,"Phoenix School",302,302,"FAST Program",NA,NA,1,0.962,NA,NA,2,1,2,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.2,"1"
"170","E417039",4,"San Antonio School",417,417,"Control School",NA,NA,2,0.966,NA,5,3,3,1,2,1,2,2,3,3,3,1,2,2,1,2,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,"1"
"171","S302040",3,"Phoenix School",302,302,"FAST Program",NA,NA,1,1,NA,5,5,4,1,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"172","E123001",1,"Phoenix School",123,123,"FAST Program",NA,NA,3,0.915,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,"0"
"173","E409020",4,"San Antonio School",409,NA,"Control School",NA,NA,1,0.972,NA,NA,5,3,2,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"174","E210065",2,"Phoenix School",210,210,"FAST Program",NA,NA,1,0.9,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"1"
"175","E401027",4,"San Antonio School",401,401,"FAST Program",NA,NA,3,0.994,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"0"
"176","S319025",3,"Phoenix School",319,325,"Control School",NA,NA,1,0.961,NA,5,6,3,3,4,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,"1"
"177","E403026",4,"San Antonio School",403,403,"FAST Program",NA,NA,1,0.982,NA,5,1,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2,"1"
"178","E419075",4,"San Antonio School",419,419,"Control School",NA,NA,1,0.994,NA,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"179","S108044",1,"Phoenix School",108,108,"Control School",NA,NA,NA,NA,NA,4,6,4,1,4,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","E406057",4,"San Antonio School",406,NA,"FAST Program",NA,NA,1,0.927,NA,NA,6,3,2,4,3,4,4,4,6,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7,"1"
"181","E417062",4,"San Antonio School",417,NA,"Control School",NA,NA,1,0.976,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6,"1"
"182","E111012",1,"Phoenix School",111,NA,"Control School",NA,NA,2,0.994,NA,NA,6,4,2,4,4,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"183","E319017",3,"Phoenix School",319,319,"Control School",NA,NA,1,0.853,NA,NA,2,3,1,4,4,4,4,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,"1"
"184","S305054",3,"Phoenix School",305,NA,"FAST Program",NA,NA,3,0.829,NA,NA,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.9,"0"
"185","E420032",4,"San Antonio School",420,420,"Control School",NA,NA,1,0.983,NA,5,6,2,2,1,4,3,2,4,5,2,1,1,2,2,1,2,6,1,3,1,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"186","E414106",4,"San Antonio School",414,NA,"FAST Program",NA,NA,3,0.989,NA,NA,1,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"0"
"187","S113017",1,"Phoenix School",113,108,"FAST Program",NA,NA,1,0.911,NA,NA,0,1,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1,"1"
"188","E302033",3,"Phoenix School",302,302,"FAST Program",NA,NA,1,0.771,NA,NA,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,"1"
"189","E416002",4,"San Antonio School",416,NA,"FAST Program",NA,NA,1,0.904,NA,NA,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,"1"
"190","E304040",3,"Phoenix School",304,NA,"FAST Program",NA,NA,1,0.919,NA,NA,0,1,1,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9,"1"
"191","E423021",4,"San Antonio School",423,NA,"Control School",NA,NA,1,0.846,NA,NA,0,4,3,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6,"1"
"192","E220088",2,"Phoenix School",220,220,"FAST Program",NA,NA,3,0.967,NA,5,0,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,"0"
"193","E116036",1,"Phoenix School",116,116,"FAST Program",NA,NA,1,0.961,NA,5,5,1,1,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,"1"
"194","E108021",1,"Phoenix School",108,108,"Control School",NA,NA,1,0.814,NA,4,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,"1"
"195","S302044",3,"Phoenix School",302,NA,"FAST Program",NA,NA,1,0.95,NA,NA,NA,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"1"
"196","E421032",4,"San Antonio School",421,421,"FAST Program",NA,NA,3,0.966,NA,5,0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,0,3,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,"0"
